Trip ID,SURVEYZONE_START,SURVEYZONE_END,qGENDER,qINCOME,qRACECODE,qCARACCESS,qPurposeRecode,Day Grouping,Within Zone?,Income Group,Purpose Grouping,qSustainableMode
4003,Northern Bronx,Northern Bronx,Female,"100,000− 149,999",Black,own car,Shopping,Weekend,within,middle income,Social,Yes
4004,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Hispanic,own car,Commute to/from work,Weekend,within,low income,Work/School,Yes
4005,Northern Bronx,Northern Bronx,Male,"100,000− 149,999",White,own car,Personal errands,Weekend,within,middle income,Others,Yes
4006,Middle Queens,Middle Queens,Male,"200,000 and above",White,own car,Social/recreation,Weekend,within,high income,Social,No
4007,Northern Manhattan,Manhattan Core,Male,"150,000− 199,999",Black,NO car,Social/recreation,Weekend,outside,high income,Social,Yes
4008,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",Hispanic,own car,Personal errands,Weekend,within,middle income,Others,No
4009,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,own car,Medical visit (doctor's office),Weekend,within,low income,Others,Yes
4010,Middle Queens,Middle Queens,Female," 75,000 -  99,999",White,own car,Medical visit (doctor's office),Weekend,within,middle income,Others,No
4011,Outer Queens,Outer Queens,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekend,within,middle income,Work/School,Yes
4012,Manhattan Core,Manhattan Core,Female,"25,000− 34,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
4013,Staten Island,Staten Island,Female,"Less than 14,999",White,own car,Personal errands,Weekend,within,low income,Others,No
4014,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",White,NO car,Social/recreation,Weekend,within,low income,Social,Yes
4015,Inner Queens,Outer Brooklyn,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekend,outside,middle income,Work/School,Yes
4016,Manhattan Core,Inner Queens,Female,"35,000− 49,999",White,NO car,Commute to/from work,Weekend,outside,low income,Work/School,Yes
4017,Outer Queens,Outer Queens,Male," 75,000 -  99,999",White,own car,Shopping,Weekend,within,middle income,Social,No
4018,Inner Queens,Inner Queens,Female," 75,000 -  99,999",Black,own car,Shopping,Weekend,within,middle income,Social,No
4019,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Black,own car,Commute to/from work,Weekend,within,middle income,Work/School,Yes
4020,Outer Brooklyn,Inner Brooklyn,Male,"100,000− 149,999",White,own car,Social/recreation,Weekend,outside,middle income,Social,Yes
4021,Southern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,own car,Other,Weekday,outside,low income,Others,Yes
4022,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Other,Weekend,within,low income,Others,No
4023,Outer Queens,Outer Queens,Male,"50,000 -  74,999",White,NO car,Personal errands,Weekend,within,low income,Others,No
4024,Manhattan Core,Manhattan Core,Female,"Less than 14,999",White,own car,Social/recreation,Weekend,within,low income,Social,No
4025,Middle Queens,Middle Queens,Male,"100,000− 149,999",White,own car,Other,Weekend,within,middle income,Others,No
4026,Outer Queens,Inner Queens,Female,"100,000− 149,999",White,own car,Social/recreation,Weekend,outside,middle income,Social,No
4027,Outer Brooklyn,Outer Brooklyn,Male,"Less than 14,999",Black,own car,Commute to/from work,Weekend,within,low income,Work/School,No
4028,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,own car,Shopping,Weekend,within,high income,Social,Yes
4029,Outer Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,own car,Other,Weekend,outside,low income,Others,No
4030,Outer Queens,Inner Queens,Female,"50,000 -  74,999",White,own car,Personal errands,Weekend,outside,low income,Others,No
4031,Northern Bronx,Northern Bronx,Female,"100,000− 149,999",Hispanic,own car,Shopping,Weekday,within,middle income,Social,No
4032,Northern Bronx,Northern Bronx,Male,"50,000 -  74,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
4033,Northern Bronx,Northern Bronx,Female,"100,000− 149,999",Black,NO car,Medical visit (doctor's office),Weekday,within,middle income,Others,Yes
4034,Northern Bronx,Northern Bronx,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4035,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,own car,Shopping,Weekday,within,low income,Social,No
4036,Inner Queens,Inner Queens,Male,"35,000− 49,999",Hispanic,own car,Other,Weekday,within,low income,Others,Yes
4037,Northern Manhattan,Northern Manhattan,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
4038,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",White,own car,Personal errands,Weekday,within,low income,Others,Yes
4039,Outside of NYC,Northern Bronx,Female,"100,000− 149,999",White,own car,Social/recreation,Weekday,outside,middle income,Social,No
4040,Outside of NYC,Inner Brooklyn,Female,"100,000− 149,999",Other,own car,Other,Weekday,outside,middle income,Others,No
4041,Outer Brooklyn,Outer Brooklyn,Female,"25,000− 34,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
4042,Outer Brooklyn,Inner Brooklyn,Female,"Less than 14,999",White,NO car,Personal errands,Weekday,outside,low income,Others,Yes
4043,Manhattan Core,Northern Bronx,Female,"25,000− 34,999",Other,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
4044,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
4045,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
4046,Manhattan Core,Manhattan Core,Female,"100,000− 149,999",White,NO car,Business,Weekday,within,middle income,Work/School,Yes
4047,Outer Brooklyn,Outer Brooklyn,Male,"25,000− 34,999",Black,own car,Commute to/from work,Weekday,within,low income,Work/School,No
4048,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Hispanic,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4049,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Other,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
4050,Southern Bronx,Southern Bronx,Female,"35,000− 49,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4051,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Black,NO car,Shopping,Weekday,within,low income,Social,No
4052,Inner Brooklyn,Inner Brooklyn,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
4053,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",White,own car,Dining,Weekday,within,low income,Social,No
4054,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4055,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Black,NO car,Business,Weekday,within,low income,Work/School,Yes
4056,Northern Bronx,Northern Bronx,Male,"150,000− 199,999",Black,own car,School,Weekday,within,high income,Work/School,No
4057,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Shopping,Weekday,within,low income,Social,Yes
4058,Inner Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",Hispanic,NO car,School,Weekday,within,low income,Work/School,Yes
4059,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",Black,own car,Personal errands,Weekday,within,middle income,Others,No
4060,Northern Bronx,Northern Bronx,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4061,Northern Manhattan,Northern Manhattan,Male,"15,000− 24,999",Black,NO car,Personal errands,Weekday,within,low income,Others,Yes
4062,Southern Bronx,Southern Bronx,Male,"15,000− 24,999",Hispanic,NO car,Other,Weekday,within,low income,Others,Yes
4063,Southern Bronx,Southern Bronx,Female,"25,000− 34,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
4064,Southern Bronx,Southern Bronx,Male,"35,000− 49,999",Black,own car,Shopping,Weekday,within,low income,Social,No
4065,Outer Queens,Outer Queens,Female,"200,000 and above",Asian,own car,School,Weekday,within,high income,Work/School,No
4066,Outer Brooklyn,Outer Brooklyn,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekend,within,middle income,Work/School,No
4067,Northern Bronx,Northern Bronx,Female,"100,000− 149,999",White,own car,Social/recreation,Weekend,within,middle income,Social,No
4068,Southern Bronx,Southern Bronx,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekend,within,middle income,Work/School,No
4069,Middle Queens,Middle Queens,Female,"100,000− 149,999",Asian,own car,Social/recreation,Weekend,within,middle income,Social,No
4070,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
4071,Middle Queens,Inner Queens,Female,"150,000− 199,999",White,own car,Accompanying other traveler,Weekday,outside,high income,Others,No
4072,Staten Island,Staten Island,Female,"Less than 14,999",Other,NO car,Dining,Weekday,within,low income,Social,No
4073,Outer Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",White,NO car,Social/recreation,Weekday,outside,low income,Social,Yes
4074,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Personal errands,Weekday,within,low income,Others,Yes
4075,Inner Queens,Inner Brooklyn,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
4076,Outer Queens,Outside of NYC,Female," 75,000 -  99,999",White,own car,Shopping,Weekday,outside,middle income,Social,No
4077,Inner Queens,Inner Queens,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4078,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",Asian,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
4079,Middle Queens,Middle Queens,Female,"150,000− 199,999",White,own car,Social/recreation,Weekday,within,high income,Social,No
4080,Outer Queens,Outer Queens,Female,"25,000− 34,999",White,own car,School,Weekday,within,low income,Work/School,No
4081,Outer Queens,Inner Queens,Female,"Less than 14,999",White,own car,Personal errands,Weekday,outside,low income,Others,No
4082,Staten Island,Staten Island,Female,"100,000− 149,999",White,own car,School,Weekday,within,middle income,Work/School,No
4083,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4084,Outside of NYC,Outside of NYC,Female,"Less than 14,999",White,own car,Shopping,Weekday,within,low income,Social,No
4085,Outer Queens,Inner Queens,Male,"Less than 14,999",White,own car,Personal errands,Weekday,outside,low income,Others,No
4086,Outer Queens,Inner Brooklyn,Female,"Less than 14,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
4087,Middle Queens,Middle Queens,Female,"50,000 -  74,999",Hispanic,own car,School,Weekday,within,low income,Work/School,No
4088,Outer Queens,Inner Queens,Male,"Less than 14,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
4089,Northern Manhattan,Northern Manhattan,Male,"50,000 -  74,999",Black,own car,Shopping,Weekday,within,low income,Social,No
4090,Outer Brooklyn,Outer Brooklyn,Male,"25,000− 34,999",White,NO car,Personal errands,Weekday,within,low income,Others,Yes
4091,Middle Queens,Inner Queens,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,No
4092,Middle Queens,Middle Queens,Male,"200,000 and above",Asian,own car,School,Weekday,within,high income,Work/School,No
4093,Inner Queens,Inner Queens,Female,"Less than 14,999",White,NO car,Shopping,Weekday,within,low income,Social,Yes
4094,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",White,NO car,Accompanying other traveler,Weekday,within,low income,Others,Yes
4095,Staten Island,Outside of NYC,Male,"200,000 and above",White,own car,Personal errands,Weekday,outside,high income,Others,No
4096,Manhattan Core,Manhattan Core,Female,"25,000− 34,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4097,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Personal errands,Weekday,within,middle income,Others,Yes
4098,Outer Brooklyn,Outer Brooklyn,Female,"15,000− 24,999",Other,NO car,Other,Weekday,within,low income,Others,Yes
4099,Northern Manhattan,Northern Manhattan,Male,"50,000 -  74,999",Black,NO car,Dining,Weekday,within,low income,Social,Yes
4100,Northern Bronx,Northern Bronx,Female,"Less than 14,999",Asian,own car,Medical visit (doctor's office),Weekday,within,low income,Others,No
4101,Northern Bronx,Northern Bronx,Female,"35,000− 49,999",Black,own car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4102,Northern Manhattan,Northern Manhattan,Female,"15,000− 24,999",Black,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
4103,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",Black,NO car,Accompanying other traveler,Weekday,within,low income,Others,Yes
4104,Inner Brooklyn,Inner Brooklyn,Male,"25,000− 34,999",White,NO car,School,Weekday,within,low income,Work/School,Yes
4105,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4106,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Hispanic,own car,Social/recreation,Weekday,within,low income,Social,Yes
4107,Inner Brooklyn,Inner Brooklyn,Male,"100,000− 149,999",White,own car,Social/recreation,Weekday,within,middle income,Social,No
4108,Outside of NYC,Middle Queens,Female," 75,000 -  99,999",White,own car,Shopping,Weekday,outside,middle income,Social,No
4109,Inner Brooklyn,Manhattan Core,Female,"150,000− 199,999",Black,NO car,Other,Weekday,outside,high income,Others,Yes
4110,Inner Brooklyn,Inner Brooklyn,Male,"100,000− 149,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
4111,Inner Brooklyn,Inner Brooklyn,Female,"150,000− 199,999",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
4112,Manhattan Core,Manhattan Core,Female,"25,000− 34,999",White,NO car,Other,Weekday,within,low income,Others,Yes
4113,Northern Manhattan,Northern Manhattan,Male,"25,000− 34,999",Asian,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4114,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekday,within,low income,Social,Yes
4115,Outer Brooklyn,Outer Brooklyn,Female,"Less than 14,999",White,own car,Personal errands,Weekday,within,low income,Others,Yes
4116,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,No
4117,Manhattan Core,Manhattan Core,Female,"Less than 14,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
4118,Manhattan Core,Manhattan Core,Male,"100,000− 149,999",Hispanic,own car,Shopping,Weekday,within,middle income,Social,Yes
4119,Inner Queens,Manhattan Core,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
4120,Inner Queens,Inner Queens,Male,"150,000− 199,999",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
4121,Southern Bronx,Northern Bronx,Female,"50,000 -  74,999",Hispanic,own car,Personal errands,Weekday,outside,low income,Others,Yes
4122,Northern Manhattan,Northern Manhattan,Female,"35,000− 49,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,No
4123,Manhattan Core,Manhattan Core,Female,"200,000 and above",Asian,NO car,Dining,Weekday,within,high income,Social,Yes
4124,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",White,own car,Dining,Weekday,within,high income,Social,Yes
4125,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
4126,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,NO car,Shopping,Weekday,within,high income,Social,Yes
4127,Outer Brooklyn,Outer Brooklyn,Female,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
